category,room_count,bathroom_count,size,type,price,city,region,log_price
Appartements,2,1,80.0,À Louer,380.0,Ariana,Autres villes,2.57978359661681
Vacation Rentals,1,1,90.0,À Louer,70.0,Ariana,Autres villes,1.845098040014257
Appartements,2,2,113.0,À Vendre,170000.0,Ariana,Ariana Ville,5.230448921378274
Vacation Rentals,1,1,70.0,À Louer,80.0,Ariana,Autres villes,1.9030899869919435
Appartements,2,1,100.0,À Louer,670.0,Ariana,Borj Louzir,2.8260748027008264
Locaux industriels,2,1,20.0,À Louer,650.0,Ariana,Borj Louzir,2.8129133566428557
Locaux industriels,1,1,40.0,À Louer,450.0,Ariana,Ariana Ville,2.6532125137753435
Villas,5,3,220.0,À Louer,2000.0,Ariana,Chotrana,3.3010299956639813
Appartements,3,2,138.0,À Vendre,340000.0,Ariana,Jardins D'el Menzah,5.531478917042255
Villas,2,1,150.0,À Vendre,120000.0,Ariana,Raoued,5.079181246047625
Appartements,3,1,180.0,À Louer,300.0,Ariana,Borj Louzir,2.4771212547196626
Appartements,3,1,250.0,À Louer,500.0,Ariana,Ariana Ville,2.6989700043360187
Appartements,2,1,80.0,À Vendre,230000.0,Ariana,Ennasr,5.361727836017593
Locaux industriels,1,1,20.0,À Vendre,55000.0,Ariana,Borj Louzir,4.740362689494244
Appartements,2,1,80.0,À Louer,400.0,Ariana,Ghazela,2.6020599913279625
Appartements,4,2,200.0,À Vendre,440000.0,Ariana,Ennasr,5.643452676486188
Villas,4,2,130.0,À Vendre,125000.0,Ariana,Autres villes,5.096910013008056
Villas,2,1,150.0,À Vendre,170000.0,Ariana,Ghazela,5.230448921378274
Appartements,4,1,160.0,À Vendre,310000.0,Ariana,Autres villes,5.491361693834273
Appartements,2,1,89.0,À Vendre,136000.0,Ariana,Borj Louzir,5.133538908370218
Appartements,2,1,94.0,À Vendre,185000.0,Ariana,La Soukra,5.267171728403014
Appartements,1,1,79.0,À Vendre,146150.0,Ariana,Ghazela,5.164798819693456
Villas,4,2,320.0,À Vendre,265000.0,Ariana,Ghazela,5.423245873936808
Villas,3,1,130.0,À Louer,1250.0,Ariana,Ennasr,3.0969100130080562
Appartements,3,1,157.0,À Vendre,340000.0,Ariana,Ennasr,5.531478917042255
Locaux industriels,1,1,330.0,À Vendre,1550000.0,Ariana,La Soukra,6.190331698170292
Villas,3,2,220.0,À Vendre,490000.0,Ariana,Ennasr,5.690196080028514
Appartements,2,1,105.0,À Vendre,225000.0,Ariana,La Soukra,5.352182518111363
Villas,5,2,400.0,À Vendre,620000.0,Ariana,Chotrana,5.7923916894982534
Locaux industriels,1,1,65.0,À Louer,4000.0,Ariana,Jardins D'el Menzah,3.6020599913279625
Appartements,3,1,130.0,À Vendre,320000.0,Ariana,Ennasr,5.505149978319906
Appartements,1,1,90.0,À Louer,175.0,Ariana,Ghazela,2.2430380486862944
Locaux industriels,2,2,430.0,À Louer,3500.0,Ariana,La Soukra,3.5440680443502757
Appartements,2,1,75.0,À Louer,475.0,Ariana,Raoued,2.6766936096248664
Villas,5,2,500.0,À Louer,1000.0,Ariana,Autres villes,3.0
Appartements,2,1,80.0,À Louer,90.0,Ariana,Ennasr,1.954242509439325
Villas,5,2,450.0,À Louer,2500.0,Ariana,Autres villes,3.3979400086720375
Villas,4,2,180.0,À Vendre,750000.0,Ariana,La Soukra,5.8750612633917
Villas,5,3,265.0,À Vendre,470000.0,Ariana,La Soukra,5.672097857935717
Locaux industriels,4,1,120.0,À Louer,120.0,Ariana,Autres villes,2.0791812460476247
Appartements,2,1,100.0,À Louer,1000.0,Ariana,Ennasr,3.0
Appartements,2,1,80.0,À Louer,420.0,Ariana,Ghazela,2.6232492903979003
Appartements,2,1,120.0,À Vendre,270000.0,Ariana,Ennasr,5.431363764158987
Locaux industriels,1,2,220.0,À Louer,1000.0,Ariana,La Soukra,3.0
Appartements,3,2,100.0,À Vendre,170000.0,Ariana,Borj Louzir,5.230448921378274
Appartements,2,1,74.0,À Vendre,180000.0,Ariana,Ennasr,5.2552725051033065
Appartements,2,1,90.0,À Vendre,205000.0,Ariana,Ariana,5.311753861055754
Appartements,1,2,110.0,À Louer,1200.0,Ariana,Autres villes,3.0791812460476247
Appartements,3,1,160.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Villas,2,1,120.0,À Louer,330.0,Ariana,Raoued,2.5185139398778875
Appartements,3,2,151.0,À Vendre,225000.0,Ariana,Jardins D'el Menzah,5.352182518111363
Villas,5,3,1000.0,À Vendre,1000000.0,Ariana,La Soukra,6.0
Appartements,4,2,145.0,À Vendre,410000.0,Ariana,Ennasr,5.6127838567197355
Appartements,4,1,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,2,1,75.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,3,2,160.0,À Louer,1360.0,Ariana,La Soukra,3.1335389083702174
Appartements,2,1,108.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Locaux industriels,1,1,100.0,À Louer,1800.0,Ariana,Ariana Ville,3.255272505103306
Villas,3,1,130.0,À Louer,1200.0,Ariana,Jardins D'el Menzah,3.0791812460476247
Villas,1,1,150.0,À Vendre,68000.0,Ariana,Chotrana,4.832508912706237
Villas,5,1,1000.0,À Vendre,400000.0,Ariana,Sidi Thabet,5.6020599913279625
Locaux industriels,1,1,30.0,À Vendre,10000.0,Ariana,Jardins D'el Menzah,4.0
Villas,1,1,244.0,À Vendre,88000.0,Ariana,Raoued,4.944482672150168
Appartements,2,1,68.0,À Louer,700.0,Ariana,Ariana Ville,2.845098040014257
Villas,3,1,125.0,À Vendre,140000.0,Ariana,Raoued,5.146128035678238
Appartements,4,2,230.0,À Louer,1800.0,Ariana,La Soukra,3.255272505103306
Appartements,2,1,100.0,À Louer,490.0,Ariana,Ghazela,2.690196080028514
Villas,6,2,130.0,À Vendre,210000.0,Ariana,Ariana,5.3222192947339195
Appartements,1,1,64.0,À Vendre,155000.0,Ariana,Autres villes,5.190331698170292
Appartements,3,2,110.0,À Louer,1000.0,Ariana,Ariana,3.0
Shared Housing,2,1,75.0,À Louer,130.0,Ariana,Ariana,2.113943352306837
Villas,3,1,200.0,À Vendre,90000.0,Ariana,Raoued,4.954242509439325
Vacation Rentals,1,1,50.0,À Louer,85.0,Ariana,Ennasr,1.9294189257142926
Appartements,2,1,105.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah,5.361727836017593
Villas,1,1,138.0,À Vendre,80000.0,Ariana,Raoued,4.903089986991944
Vacation Rentals,2,1,70.0,À Louer,90.0,Ariana,Ennasr,1.954242509439325
Villas,2,1,103.0,À Vendre,115000.0,Ariana,Ghazela,5.060697840353612
Appartements,3,1,163.0,À Vendre,340000.0,Ariana,Borj Louzir,5.531478917042255
Villas,3,1,120.0,À Vendre,400000.0,Ariana,Ghazela,5.6020599913279625
Villas,8,3,280.0,À Vendre,145000.0,Ariana,Ghazela,5.161368002234975
Villas,3,2,188.0,À Vendre,257000.0,Ariana,Jardins D'el Menzah,5.409933123331294
Appartements,1,1,65.0,À Louer,800.0,Ariana,Ennasr,2.9030899869919438
Appartements,1,1,83.0,À Louer,950.0,Ariana,La Soukra,2.9777236052888476
Appartements,3,1,76.0,À Vendre,115000.0,Ariana,Chotrana,5.060697840353612
Appartements,2,2,120.0,À Louer,1200.0,Ariana,Jardins D'el Menzah,3.0791812460476247
Appartements,1,1,50.0,À Louer,300.0,Ariana,Borj Louzir,2.4771212547196626
Appartements,2,2,130.0,À Vendre,28000.0,Ariana,Jardins D'el Menzah,4.447158031342219
Villas,2,1,125.0,À Vendre,78000.0,Ariana,Autres villes,4.892094602690481
Appartements,2,1,110.0,À Louer,900.0,Ariana,Ariana Ville,2.9542425094393248
Offices,4,2,400.0,À Louer,3000.0,Ariana,Autres villes,3.4771212547196626
Locaux industriels,1,0,100.0,À Louer,650.0,Ariana,Jardins D'el Menzah,2.8129133566428557
Appartements,4,3,370.0,À Vendre,1100000.0,Ariana,La Soukra,6.041392685158225
Appartements,3,1,500.0,À Louer,1360.0,Ariana,La Soukra,3.1335389083702174
Villas,2,1,200.0,À Louer,130.0,Ariana,Autres villes,2.113943352306837
Appartements,3,2,143.0,À Vendre,360000.0,Ariana,La Soukra,5.556302500767287
Appartements,4,2,200.0,À Vendre,360000.0,Ariana,Ennasr,5.556302500767287
Appartements,3,1,150.0,À Vendre,350000.0,Ariana,Ennasr,5.544068044350276
Appartements,2,1,130.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,4,2,120.0,À Vendre,200000.0,Ariana,Autres villes,5.301029995663981
Appartements,1,1,56.0,À Vendre,158000.0,Ariana,Jardins D'el Menzah,5.198657086954422
Appartements,2,2,136.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3,2,140.0,À Vendre,275000.0,Ariana,Jardins D'el Menzah,5.439332693830263
Appartements,1,1,27.0,À Louer,70.0,Ariana,Autres villes,1.845098040014257
Locaux industriels,1,1,36.0,À Vendre,119000.0,Ariana,Ariana,5.075546961392531
Appartements,3,1,110.0,À Vendre,150000.0,Ariana,Raoued,5.176091259055681
Appartements,2,1,100.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah,5.361727836017593
Appartements,2,1,120.0,À Vendre,240000.0,Ariana,Ennasr,5.380211241711606
Appartements,3,1,165.0,À Vendre,1050000.0,Ariana,Jardins D'el Menzah,6.021189299069938
Appartements,1,1,70.0,À Louer,830.0,Ariana,Jardins D'el Menzah,2.9190780923760737
Appartements,2,1,126.0,À Vendre,330000.0,Ariana,Ennasr,5.518513939877887
Villas,5,3,327.0,À Vendre,880000.0,Ariana,La Soukra,5.944482672150168
Villas,4,5,434.0,À Vendre,1800000.0,Ariana,La Soukra,6.2552725051033065
Appartements,3,3,278.0,À Vendre,750000.0,Ariana,La Soukra,5.8750612633917
Villas,5,3,210.0,À Vendre,320000.0,Ariana,Ariana Ville,5.505149978319906
Appartements,2,2,186.0,À Vendre,470000.0,Ariana,La Soukra,5.672097857935717
Appartements,3,3,188.0,À Vendre,650000.0,Ariana,La Soukra,5.812913356642856
Appartements,4,3,370.0,À Vendre,1100000.0,Ariana,La Soukra,6.041392685158225
Appartements,2,2,120.0,À Louer,100.0,Ariana,Ennasr,2.0
Appartements,1,1,87.0,À Vendre,243000.0,Ariana,Ennasr,5.385606273598312
Appartements,3,3,165.0,À Vendre,650000.0,Ariana,La Soukra,5.812913356642856
Appartements,2,1,98.0,À Louer,550.0,Ariana,Raoued,2.7403626894942437
Appartements,2,1,60.0,À Louer,380.0,Ariana,Borj Louzir,2.57978359661681
Appartements,4,2,130.0,À Vendre,285000.0,Ariana,Jardins D'el Menzah,5.45484486000851
Appartements,3,1,85.0,À Louer,150.0,Ariana,Ghazela,2.1760912590556813
Appartements,1,1,60.0,À Vendre,180000.0,Ariana,Ennasr,5.2552725051033065
Appartements,2,1,130.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Appartements,2,1,120.0,À Louer,700.0,Ariana,La Soukra,2.845098040014257
Appartements,4,2,110.0,À Louer,830.0,Ariana,Autres villes,2.9190780923760737
Appartements,3,2,140.0,À Louer,1400.0,Ariana,Autres villes,3.146128035678238
Villas,2,1,130.0,À Louer,650.0,Ariana,Ghazela,2.8129133566428557
Villas,4,1,110.0,À Louer,1300.0,Ariana,Ennasr,3.113943352306837
Appartements,2,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,1,1,75.0,À Vendre,190000.0,Ariana,Ennasr,5.278753600952829
Appartements,2,2,100.0,À Louer,850.0,Ariana,La Soukra,2.929418925714293
Appartements,4,1,100.0,À Vendre,400000.0,Ariana,Autres villes,5.6020599913279625
Appartements,1,1,80.0,À Louer,120.0,Ariana,La Soukra,2.0791812460476247
Villas,4,2,120.0,À Vendre,200000.0,Ariana,Autres villes,5.301029995663981
Appartements,3,1,130.0,À Louer,1400.0,Ariana,Jardins D'el Menzah,3.146128035678238
Appartements,3,2,138.0,À Vendre,295000.0,Ariana,Ariana Ville,5.469822015978163
Locaux industriels,3,2,98.0,À Vendre,65000.0,Ariana,Autres villes,4.812913356642856
Villas,3,1,90.0,À Louer,470.0,Ariana,La Soukra,2.6720978579357175
Appartements,1,1,85.0,À Louer,950.0,Ariana,La Soukra,2.9777236052888476
Villas,2,1,110.0,À Vendre,115000.0,Ariana,Autres villes,5.060697840353612
Appartements,3,1,130.0,À Louer,120.0,Ariana,Autres villes,2.0791812460476247
Appartements,1,1,72.0,À Vendre,160000.0,Ariana,Chotrana,5.204119982655925
Villas,4,2,260.0,À Vendre,490000.0,Ariana,Ariana,5.690196080028514
Appartements,2,1,62.0,À Vendre,109000.0,Ariana,Chotrana,5.037426497940624
Villas,4,1,260.0,À Vendre,650000.0,Ariana,La Soukra,5.812913356642856
Appartements,3,1,80.0,À Louer,450.0,Ariana,Borj Louzir,2.6532125137753435
Appartements,3,1,85.0,À Vendre,150000.0,Ariana,Borj Louzir,5.176091259055681
Villas,4,2,350.0,À Louer,1700.0,Ariana,Autres villes,3.230448921378274
Villas,4,2,300.0,À Louer,800.0,Ariana,Autres villes,2.9030899869919438
Appartements,1,1,40.0,À Louer,300.0,Ariana,Ghazela,2.4771212547196626
Villas,2,1,100.0,À Louer,290.0,Ariana,Chotrana,2.462397997898956
Villas,2,1,80.0,À Louer,380.0,Ariana,Ariana,2.57978359661681
Villas,2,1,90.0,À Louer,250.0,Ariana,Raoued,2.3979400086720375
Appartements,3,1,110.0,À Louer,790.0,Ariana,La Soukra,2.8976270912904414
Appartements,2,1,100.0,À Louer,400.0,Ariana,Raoued,2.6020599913279625
Offices,2,1,90.0,À Louer,900.0,Ariana,Ennasr,2.9542425094393248
Villas,3,1,130.0,À Louer,370.0,Ariana,La Soukra,2.568201724066995
Appartements,4,2,180.0,À Louer,1200.0,Ariana,Ariana,3.0791812460476247
Villas,6,3,350.0,À Louer,2850.0,Ariana,Ariana,3.45484486000851
Appartements,2,1,52.0,À Vendre,85000.0,Ariana,Ariana,4.929418925714293
Appartements,3,2,120.0,À Vendre,245000.0,Ariana,Ariana,5.389166084364533
Appartements,3,2,153.0,À Vendre,339000.0,Ariana,Ariana,5.5301996982030825
Appartements,2,1,115.0,À Vendre,168000.0,Ariana,Ghazela,5.225309281725863
Villas,3,2,609.0,À Vendre,540000.0,Ariana,Ariana,5.732393759822968
Villas,3,2,161.0,À Vendre,370000.0,Ariana,Ariana,5.568201724066995
Appartements,3,1,100.0,À Vendre,125000.0,Ariana,Raoued,5.096910013008056
Appartements,2,1,70.0,À Vendre,230000.0,Ariana,Ariana,5.361727836017593
Offices,1,1,60.0,À Vendre,160000.0,Ariana,Ariana,5.204119982655925
Offices,3,1,131.0,À Louer,2500.0,Ariana,Ghazela,3.3979400086720375
Appartements,3,2,125.0,À Vendre,210000.0,Ariana,Ghazela,5.3222192947339195
Offices,2,1,100.0,À Louer,1600.0,Ariana,Ghazela,3.2041199826559246
Villas,3,2,400.0,À Vendre,650000.0,Ariana,Ghazela,5.812913356642856
Villas,4,2,410.0,À Vendre,530000.0,Ariana,Ghazela,5.724275869600789
Appartements,2,1,65.0,À Louer,600.0,Ariana,Ariana,2.7781512503836434
Villas,4,2,120.0,À Vendre,175000.0,Ariana,Ghazela,5.243038048686294
Appartements,3,2,150.0,À Louer,550.0,Ariana,Borj Louzir,2.7403626894942437
Appartements,3,1,80.0,À Louer,800.0,Ariana,Ennasr,2.9030899869919438
Appartements,2,1,60.0,À Louer,650.0,Ariana,Ennasr,2.8129133566428557
Appartements,4,2,157.0,À Vendre,441000.0,Ariana,Ennasr,5.644438589467838
Appartements,3,2,187.0,À Vendre,570000.0,Ariana,La Soukra,5.7558748556724915
Appartements,1,1,57.0,À Vendre,145000.0,Ariana,Jardins D'el Menzah,5.161368002234975
Vacation Rentals,1,1,60.0,À Louer,70.0,Ariana,Ennasr,1.845098040014257
Villas,5,3,327.0,À Vendre,840000.0,Ariana,La Soukra,5.924279286061882
Villas,3,1,155.0,À Louer,465.0,Ariana,Mnihla,2.667452952889954
Appartements,2,1,95.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,2,1,95.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Locaux industriels,1,1,750.0,À Vendre,650000.0,Ariana,Mnihla,5.812913356642856
Appartements,1,1,50.0,À Louer,650.0,Ariana,Ennasr,2.8129133566428557
Locaux industriels,2,1,40.0,À Vendre,82000.0,Ariana,La Soukra,4.913813852383717
Appartements,1,1,80.0,À Louer,90.0,Ariana,La Soukra,1.954242509439325
Appartements,3,1,130.0,À Louer,650.0,Ariana,Mnihla,2.8129133566428557
Appartements,3,1,105.0,À Louer,750.0,Ariana,Ghazela,2.8750612633917
Appartements,2,2,126.0,À Vendre,330000.0,Ariana,Jardins D'el Menzah,5.518513939877887
Villas,5,3,220.0,À Vendre,480000.0,Ariana,Ghazela,5.681241237375588
Appartements,3,1,150.0,À Louer,650.0,Ariana,La Soukra,2.8129133566428557
Appartements,3,2,163.0,À Vendre,340000.0,Ariana,Ennasr,5.531478917042255
Appartements,1,1,70.0,À Louer,280.0,Ariana,Autres villes,2.4471580313422194
Appartements,2,1,90.0,À Louer,750.0,Ariana,Ariana,2.8750612633917
Villas,4,1,100.0,À Louer,530.0,Ariana,Ghazela,2.724275869600789
Appartements,4,1,110.0,À Louer,600.0,Ariana,Ariana,2.7781512503836434
Appartements,2,1,105.0,À Vendre,220000.0,Ariana,Ennasr,5.342422680822207
Appartements,4,1,153.0,À Vendre,360000.0,Ariana,Ariana,5.556302500767287
Appartements,3,2,200.0,À Louer,2300.0,Ariana,Ennasr,3.361727836017593
Appartements,2,1,120.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah,5.361727836017593
Locaux industriels,2,1,160.0,À Louer,800.0,Ariana,La Soukra,2.9030899869919438
Appartements,2,2,140.0,À Louer,1250.0,Ariana,Ennasr,3.0969100130080562
Appartements,2,1,110.0,À Louer,1100.0,Ariana,Ennasr,3.041392685158225
Appartements,2,2,150.0,À Louer,1500.0,Ariana,Ennasr,3.1760912590556813
Appartements,3,1,85.0,À Louer,330.0,Ariana,Raoued,2.5185139398778875
Villas,5,4,380.0,À Vendre,760000.0,Ariana,La Soukra,5.880813592280791
Locaux industriels,1,1,200.0,À Louer,1400.0,Ariana,La Soukra,3.146128035678238
Appartements,3,2,135.0,À Louer,900.0,Ariana,La Soukra,2.9542425094393248
Appartements,2,1,100.0,À Vendre,90000.0,Ariana,Borj Louzir,4.954242509439325
Appartements,3,2,140.0,À Vendre,290000.0,Ariana,La Soukra,5.4623979978989565
Appartements,3,2,130.0,À Louer,1400.0,Ariana,La Soukra,3.146128035678238
Appartements,4,2,170.0,À Vendre,295000.0,Ariana,Ennasr,5.469822015978163
Appartements,3,1,76.0,À Vendre,120000.0,Ariana,Ariana,5.079181246047625
Villas,5,3,686.0,À Vendre,750000.0,Ariana,Ariana,5.8750612633917
Appartements,3,1,160.0,À Vendre,310000.0,Ariana,Ennasr,5.491361693834273
Appartements,4,1,130.0,À Vendre,95000.0,Ariana,Borj Louzir,4.977723605288848
Appartements,1,1,66.0,À Louer,650.0,Ariana,Jardins D'el Menzah,2.8129133566428557
Appartements,1,1,36.0,À Louer,400.0,Ariana,Ariana Ville,2.6020599913279625
Appartements,2,2,100.0,À Vendre,310000.0,Ariana,La Soukra,5.491361693834273
Villas,5,2,350.0,À Vendre,310000.0,Ariana,Jardins D'el Menzah,5.491361693834273
Appartements,1,1,70.0,À Louer,830.0,Ariana,Jardins D'el Menzah,2.9190780923760737
Appartements,2,1,72.0,À Vendre,160000.0,Ariana,Chotrana,5.204119982655925
Appartements,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Vacation Rentals,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Vacation Rentals,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Vacation Rentals,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,3,1,110.0,À Vendre,220000.0,Ariana,Borj Louzir,5.342422680822207
Appartements,2,1,80.0,À Louer,580.0,Ariana,Ariana,2.7634279935629373
Appartements,3,1,130.0,À Louer,1400.0,Ariana,Jardins D'el Menzah,3.146128035678238
Appartements,2,1,100.0,À Louer,230.0,Ariana,Borj Louzir,2.361727836017593
Appartements,1,1,60.0,À Louer,650.0,Ariana,Jardins D'el Menzah,2.8129133566428557
Appartements,3,1,170.0,À Vendre,350000.0,Ariana,Ennasr,5.544068044350276
Appartements,2,1,100.0,À Louer,800.0,Ariana,La Soukra,2.9030899869919438
Vacation Rentals,2,1,70.0,À Louer,80.0,Ariana,Ennasr,1.9030899869919435
Appartements,3,1,100.0,À Louer,700.0,Ariana,Borj Louzir,2.845098040014257
Appartements,3,3,190.0,À Louer,2500.0,Ariana,Ennasr,3.3979400086720375
Villas,5,1,240.0,À Vendre,280000.0,Ariana,Raoued,5.447158031342219
Offices,7,4,400.0,À Louer,3000.0,Ariana,Ariana Ville,3.4771212547196626
Appartements,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,1,1,70.0,À Louer,1350.0,Ariana,La Soukra,3.130333768495006
Appartements,2,1,100.0,À Louer,850.0,Ariana,La Soukra,2.929418925714293
Appartements,2,1,120.0,À Vendre,280000.0,Ariana,La Soukra,5.447158031342219
Appartements,3,2,140.0,À Louer,1000.0,Ariana,Chotrana,3.0
Appartements,1,1,80.0,À Louer,900.0,Ariana,La Soukra,2.9542425094393248
Villas,5,3,250.0,À Vendre,410000.0,Ariana,La Soukra,5.6127838567197355
Appartements,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Vacation Rentals,1,1,240.0,À Vendre,2500000.0,Ariana,Ariana,6.3979400086720375
Appartements,1,1,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Offices,2,1,83.0,À Louer,900.0,Ariana,Autres villes,2.9542425094393248
Appartements,3,2,155.0,À Vendre,300000.0,Ariana,La Soukra,5.477121254719663
Appartements,1,1,95.0,À Louer,750.0,Ariana,Jardins D'el Menzah,2.8750612633917
Villas,7,2,401.0,À Vendre,550000.0,Ariana,Ariana,5.740362689494244
Appartements,3,2,175.0,À Vendre,440000.0,Ariana,Autres villes,5.643452676486188
Appartements,3,1,170.0,À Vendre,350000.0,Ariana,Ennasr,5.544068044350276
Appartements,2,1,120.0,À Louer,700.0,Ariana,Ghazela,2.845098040014257
Appartements,2,1,150.0,À Louer,1400.0,Ariana,Ennasr,3.146128035678238
Appartements,1,1,50.0,À Louer,500.0,Ariana,Ennasr,2.6989700043360187
Villas,11,3,518.0,À Vendre,900000.0,Ariana,Ariana Ville,5.954242509439325
Shared Housing,3,3,400.0,À Louer,400.0,Ariana,La Soukra,2.6020599913279625
Appartements,2,1,70.0,À Louer,480.0,Ariana,Borj Louzir,2.681241237375587
Appartements,2,2,140.0,À Vendre,240000.0,Ariana,La Soukra,5.380211241711606
Appartements,3,2,130.0,À Louer,950.0,Ariana,Jardins D'el Menzah,2.9777236052888476
Appartements,3,1,85.0,À Louer,900.0,Ariana,Autres villes,2.9542425094393248
Appartements,1,1,45.0,À Louer,500.0,Ariana,Jardins D'el Menzah,2.6989700043360187
Offices,2,1,84.0,À Vendre,169000.0,Ariana,Ariana Ville,5.227886704613674
Appartements,1,1,80.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Offices,2,2,90.0,À Louer,800.0,Ariana,Jardins D'el Menzah,2.9030899869919438
Appartements,4,1,117.0,À Louer,550.0,Ariana,Raoued,2.7403626894942437
Appartements,1,1,70.0,À Louer,830.0,Ariana,Jardins D'el Menzah,2.9190780923760737
Villas,2,1,100.0,À Louer,300000.0,Ariana,Ariana,5.477121254719663
Appartements,4,1,100.0,À Vendre,170000.0,Ariana,Borj Louzir,5.230448921378274
Villas,5,3,400.0,À Louer,3700.0,Ariana,La Soukra,3.568201724066995
Villas,4,3,350.0,À Louer,3500.0,Ariana,La Soukra,3.5440680443502757
Appartements,4,3,174.0,À Vendre,500000.0,Ariana,La Soukra,5.698970004336019
Appartements,2,1,107.0,À Vendre,220000.0,Ariana,La Soukra,5.342422680822207
Appartements,2,2,122.0,À Vendre,268000.0,Ariana,La Soukra,5.4281347940287885
Villas,6,5,520.0,À Vendre,1350000.0,Ariana,La Soukra,6.1303337684950066
Appartements,2,2,115.0,À Vendre,310000.0,Ariana,La Soukra,5.491361693834273
Locaux industriels,1,1,500.0,À Vendre,10000.0,Ariana,La Soukra,4.0
Shared Housing,4,2,150.0,À Louer,197.0,Ariana,Autres villes,2.294466226161593
Appartements,1,1,85.0,À Louer,1000.0,Ariana,Ennasr,3.0
Appartements,3,2,200.0,À Vendre,355000.0,Ariana,Ennasr,5.550228353055094
Vacation Rentals,2,1,70.0,À Louer,360.0,Ariana,Autres villes,2.5563025007672873
Appartements,2,1,90.0,À Vendre,135000.0,Ariana,Borj Louzir,5.1303337684950066
Appartements,3,3,187.0,À Vendre,465000.0,Ariana,Ennasr,5.6674529528899535
Appartements,3,3,191.0,À Vendre,370000.0,Ariana,Ennasr,5.568201724066995
Villas,3,2,200.0,À Louer,650.0,Ariana,Ariana,2.8129133566428557
Appartements,2,1,90.0,À Louer,800.0,Ariana,Ariana,2.9030899869919438
Appartements,2,1,120.0,À Vendre,270000.0,Ariana,Ennasr,5.431363764158987
Appartements,3,2,169.0,À Vendre,410000.0,Ariana,Ennasr,5.6127838567197355
Villas,4,3,609.0,À Vendre,1150000.0,Ariana,Ennasr,6.060697840353612
Appartements,3,2,130.0,À Louer,1200.0,Ariana,La Soukra,3.0791812460476247
Villas,3,1,417.0,À Vendre,130000.0,Ariana,Raoued,5.113943352306837
Villas,3,2,290.0,À Vendre,690000.0,Ariana,Autres villes,5.838849090737256
Villas,2,1,120.0,À Louer,350.0,Ariana,Chotrana,2.5440680443502757
Villas,3,2,160.0,À Louer,310.0,Ariana,Raoued,2.4913616938342726
Locaux industriels,1,2,50.0,À Vendre,28000.0,Ariana,Ghazela,4.447158031342219
Villas,5,2,125.0,À Vendre,185000.0,Ariana,Autres villes,5.267171728403014
Villas,5,3,380.0,À Vendre,750000.0,Ariana,La Soukra,5.8750612633917
Villas,3,1,110.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Appartements,4,2,150.0,À Louer,1600.0,Ariana,Ariana Ville,3.2041199826559246
Appartements,2,1,90.0,À Louer,500.0,Ariana,Ariana Ville,2.6989700043360187
Appartements,2,2,124.0,À Vendre,284000.0,Ariana,Chotrana,5.453318340047038
Appartements,3,1,100.0,À Louer,380.0,Ariana,Ariana Ville,2.57978359661681
Locaux industriels,1,1,400.0,À Vendre,80000.0,Ariana,Mnihla,4.903089986991944
Appartements,1,1,62.0,À Louer,80.0,Ariana,Autres villes,1.9030899869919435
Appartements,2,1,60.0,À Vendre,180000.0,Ariana,Ennasr,5.2552725051033065
Locaux industriels,2,2,420.0,À Louer,2500.0,Ariana,La Soukra,3.3979400086720375
Appartements,2,1,100.0,À Louer,700.0,Ariana,Ghazela,2.845098040014257
Appartements,2,1,95.0,À Louer,850.0,Ariana,Ennasr,2.929418925714293
Locaux industriels,1,1,250.0,À Louer,1200.0,Ariana,La Soukra,3.0791812460476247
Appartements,2,2,120.0,À Louer,700.0,Ariana,La Soukra,2.845098040014257
Appartements,3,1,100.0,À Louer,450.0,Ariana,Autres villes,2.6532125137753435
Appartements,1,1,72.0,À Vendre,1900000.0,Ariana,Borj Louzir,6.278753600952829
Offices,1,1,20.0,À Louer,650.0,Ariana,Autres villes,2.8129133566428557
Appartements,2,1,90.0,À Vendre,160000.0,Ariana,Borj Louzir,5.204119982655925
